"","order","species","adult_body_mass_g","adult_head_body_len_mm","home_range_km2","litter_size","habitat"
"2522","Primates","Macaca arctoides",9358.04,599.99,NA,1.01,"T"
"2523","Primates","Macaca assamensis",8546.89,605,NA,NA,"T"
"2524","Primates","Macaca cyclopis",5748.94,560,NA,1,"T"
"2525","Primates","Macaca fascicularis",4569.32,515,0.46,1,"T"
"2526","Primates","Macaca fuscata",10114.76,826.71,1.43,1.02,"T"
"2527","Primates","Macaca hecki",NA,NA,NA,NA,"T"
"2528","Primates","Macaca leonina",NA,NA,NA,NA,"T"
"2529","Primates","Macaca maura",7290.3,660,NA,1.01,"T"
"2530","Primates","Macaca mulatta",6455.19,555,5.91,1.01,"T"
"2531","Primates","Macaca nemestrina",7820.78,535,1.75,1.01,"T"
"2532","Primates","Macaca nigra",7359.39,549.99,NA,1.01,"T"
"2533","Primates","Macaca nigrescens",NA,NA,NA,NA,"T"
"2534","Primates","Macaca ochreata",2745.5,NA,NA,NA,"T"
"2535","Primates","Macaca pagensis",4534.66,450,NA,1,"T"
"2536","Primates","Macaca radiata",4999.99,475,0.88,1.01,"T"
"2537","Primates","Macaca siberu",NA,NA,NA,NA,"T"
"2538","Primates","Macaca silenus",5995.25,547.35,0.88,1.01,"T"
"2539","Primates","Macaca sinica",4655.99,480,0.4,1.01,"T"
"2540","Primates","Macaca sylvanus",11471.53,549.99,2.63,1.02,"T"
"2541","Primates","Macaca thibetana",10593.06,599.99,NA,1.01,"T"
"2542","Primates","Macaca tonkeana",10035.53,599.99,NA,NA,"T"
"2543","Primates","Mandrillus leucophaeus",14253.3,700,NA,1.01,"T"
"2544","Primates","Mandrillus sphinx",16685.06,758.94,26.34,1.02,"T"
"2545","Primates","Microcebus berthae",33.45,NA,NA,NA,"T"
"2546","Primates","Microcebus griseorufus",70.24,NA,NA,NA,"T"
"2547","Primates","Microcebus murinus",69,143.61,0.01,2,"T"
"2548","Primates","Microcebus myoxinus",31.23,141.42,NA,2,"T"
"2549","Primates","Microcebus ravelobensis",58.6,NA,NA,NA,"T"
"2550","Primates","Microcebus rufus",48.39,143.61,0.01,2.52,"T"
"2551","Primates","Microcebus sambiranensis",49.06,NA,NA,NA,"T"
"2552","Primates","Microcebus tavaratra",68.01,NA,NA,NA,"T"
"2553","Primates","Miopithecus ogouensis",NA,NA,NA,NA,"T"
"2554","Primates","Miopithecus talapoin",1248.86,354.99,0.8,1.01,"T"
"2555","Primates","Mirza coquereli",326.5,231.84,0.03,1.71,"T"
"2556","Primates","Nasalis larvatus",12265.65,647.49,1.4,1.02,"T"
"2557","Primates","Nomascus concolor",6410.47,545,1.05,1.01,"T"
"2558","Primates","Nomascus gabriellae",NA,NA,NA,NA,"T"
"2559","Primates","Nomascus hainanus",NA,NA,NA,NA,"T"
"2560","Primates","Nomascus leucogenys",7320,545,NA,NA,"T"
"2561","Primates","Nomascus siki",NA,NA,NA,NA,"T"
"2562","Primates","Nycticebus bengalensis",1137.36,NA,NA,NA,"T"
"2563","Primates","Nycticebus coucang",924.55,300,NA,1.12,"T"
"2564","Primates","Nycticebus pygmaeus",342.32,NA,NA,1.75,"T"
"2565","Primates","Oreonax flavicauda",8229.12,550.38,NA,1,"T"
"2566","Primates","Otolemur crassicaudatus",1206.61,307,0.06,1.14,"T"
"2567","Primates","Otolemur garnettii",811.17,NA,0.12,1.02,"T"
"2568","Primates","Otolemur monteiri",1577.16,NA,NA,2.1,"T"
"2569","Primates","Pan paniscus",35119.95,753.43,27.93,1.01,"T"
"2570","Primates","Pan troglodytes",45000,796.09,10.85,1.05,"T"
"2571","Primates","Papio anubis",17728.56,NA,4.83,1.01,"T"
"2572","Primates","Papio cynocephalus",15822.15,NA,14.95,1.01,"T"
"2573","Primates","Papio hamadryas",14007.08,675,17.37,1.01,"T"
"2574","Primates","Papio papio",18026.05,NA,NA,1.01,"T"
"2575","Primates","Papio ursinus",17729.44,NA,9.12,1.01,"T"
"2576","Primates","Perodicticus potto",1081.81,320,0.11,1.09,"T"
"2577","Primates","Phaner electromontis",NA,NA,NA,NA,"T"
"2578","Primates","Phaner furcifer",409.87,261.24,0.02,1.01,"T"
"2579","Primates","Phaner pallescens",NA,NA,NA,NA,"T"
"2580","Primates","Phaner parienti",NA,NA,NA,NA,"T"
"2581","Primates","Piliocolobus badius",8430.4,574.45,0.42,1,"T"
"2582","Primates","Piliocolobus foai",NA,NA,NA,NA,"T"
"2583","Primates","Piliocolobus gordonorum",NA,NA,NA,NA,"T"
"2584","Primates","Piliocolobus kirkii",7158.29,574.45,0.42,1.01,"T"
"2585","Primates","Piliocolobus pennantii",10896,NA,NA,1.02,"T"
"2586","Primates","Piliocolobus preussi",8865.71,579.65,0.39,1.01,"T"
"2587","Primates","Piliocolobus rufomitratus",8030.75,560,0.05,1.01,"T"
"2588","Primates","Piliocolobus tephrosceles",NA,NA,3.93,NA,"T"
"2589","Primates","Piliocolobus tholloni",NA,570,NA,NA,"T"
"2590","Primates","Pithecia aequatorialis",2375.91,NA,NA,NA,"T"
"2591","Primates","Pithecia albicans",2800.07,394.27,NA,NA,"T"
"2592","Primates","Pithecia irrorata",2308.17,399.39,NA,NA,"T"
"2593","Primates","Pithecia monachus",2109.55,411.8,NA,1.02,"T"
"2594","Primates","Pithecia pithecia",1667.19,346.44,0.04,1.01,"T"
"2595","Primates","Pongo abelii",39696.12,NA,NA,NA,"T"
"2596","Primates","Pongo pygmaeus",53408.29,890,3.88,1.07,"T"
"2597","Primates","Presbytis chrysomelas",NA,NA,NA,NA,"T"
"2598","Primates","Presbytis comata",6550.07,510,0.13,1.01,"T"
"2599","Primates","Presbytis femoralis",7026.91,515,0.07,NA,"T"
"2600","Primates","Presbytis frontata",6096.6,510,NA,NA,"T"
"2601","Primates","Presbytis hosei",6277.78,NA,0.2,NA,"T"
"2602","Primates","Presbytis melalophos",6439.12,504.99,0.12,1.01,"T"
"2603","Primates","Presbytis natunae",NA,NA,NA,NA,"T"
"2604","Primates","Presbytis potenziani",6449.53,510,0.12,1.02,"T"
"2605","Primates","Presbytis rubicunda",6348.53,499.99,0.5,1.01,"T"
"2606","Primates","Presbytis siamensis",5895.06,510,NA,NA,"T"
"2607","Primates","Presbytis thomasi",6689.99,NA,0.09,NA,"T"
"2608","Primates","Procolobus verus",3977.86,459.99,0.17,1.02,"T"
"2609","Primates","Prolemur simus",2030.41,370,0.62,1,"T"
"2610","Primates","Propithecus coquereli",4189.27,NA,NA,1,"T"
"2611","Primates","Propithecus deckenii",NA,NA,NA,NA,"T"
"2612","Primates","Propithecus diadema",6568.99,501.74,0.21,1.01,"T"
"2613","Primates","Propithecus edwardsi",6573.27,NA,NA,NA,"T"
"2614","Primates","Propithecus perrieri",NA,NA,NA,NA,"T"
"2615","Primates","Propithecus tattersalli",3531.39,475,0.06,NA,"T"
"2616","Primates","Propithecus verreauxi",3588.26,472.49,0.03,1.02,"T"
"2617","Primates","Pseudopotto martini",NA,NA,NA,NA,"T"
"2618","Primates","Pygathrix cinerea",NA,NA,NA,NA,"T"
"2619","Primates","Pygathrix nemaeus",9411.1,623.37,NA,1.01,"T"
"2620","Primates","Pygathrix nigripes",10333.32,609.99,NA,1,"T"
"2621","Primates","Rhinopithecus avunculus",9086.19,569.91,NA,1,"T"
"2622","Primates","Rhinopithecus bieti",11000.54,718.26,20.4,NA,"T"
"2623","Primates","Rhinopithecus brelichi",12267.15,707.14,7.41,1,"T"
"2624","Primates","Rhinopithecus roxellana",13456.8,647.1,24.28,1,"T"
"2625","Primates","Saguinus bicolor",465,239.99,NA,2,"T"
"2626","Primates","Saguinus fuscicollis",393.99,NA,0.2,1.83,"T"
"2627","Primates","Saguinus geoffroyi",492.5,NA,0.16,1.97,"T"
"2628","Primates","Saguinus graellsi",NA,NA,NA,NA,"T"
"2629","Primates","Saguinus imperator",407.91,NA,0.22,NA,"T"
"2630","Primates","Saguinus inustus",803,NA,NA,NA,"T"
"2631","Primates","Saguinus labiatus",508.46,NA,0.19,1.84,"T"
"2632","Primates","Saguinus leucopus",456.68,239.99,NA,2,"T"
"2633","Primates","Saguinus martinsi",NA,NA,NA,NA,"T"
"2634","Primates","Saguinus melanoleucus",NA,NA,NA,NA,"T"
"2635","Primates","Saguinus midas",540.56,264.21,0.05,2.02,"T"
"2636","Primates","Saguinus mystax",555.87,NA,0.21,1.93,"T"
"2637","Primates","Saguinus niger",NA,NA,NA,NA,"T"
"2638","Primates","Saguinus nigricollis",450,NA,0.25,1.82,"T"
"2639","Primates","Saguinus oedipus",462.04,239.99,0.06,1.9,"T"
"2640","Primates","Saguinus pileatus",NA,NA,NA,NA,"T"
"2641","Primates","Saguinus tripartitus",385.05,NA,NA,NA,"T"
"2642","Primates","Saimiri boliviensis",799.45,309.99,NA,1.02,"T"
"2643","Primates","Saimiri oerstedii",714.18,282.22,0.1,1.01,"T"
"2644","Primates","Saimiri sciureus",749.47,322,0.68,1,"T"
"2645","Primates","Saimiri ustus",886.47,309.99,NA,1.02,"T"
"2646","Primates","Saimiri vanzolinii",783.77,NA,NA,1.02,"T"
"2647","Primates","Semnopithecus ajax",NA,NA,NA,NA,"T"
"2648","Primates","Semnopithecus dussumieri",NA,NA,NA,NA,"T"
"2649","Primates","Semnopithecus entellus",12679.29,595,1.3,1.02,"T"
"2650","Primates","Semnopithecus hector",NA,NA,NA,NA,"T"
"2651","Primates","Semnopithecus hypoleucos",10026.65,655,NA,NA,"T"
"2652","Primates","Semnopithecus priam",NA,NA,NA,NA,"T"
"2653","Primates","Semnopithecus schistaceus",NA,NA,NA,NA,"T"
"2654","Primates","Simias concolor",7393.9,499.99,0.1,1.02,"T"
"2655","Primates","Symphalangus syndactylus",10839,824.99,0.22,1.02,"T"
"2656","Primates","Tarsius bancanus",114.39,106.59,0.01,1,"T"
"2657","Primates","Tarsius dentatus",110.42,117.5,0.003855591,1.01,"T"
"2658","Primates","Tarsius pelengensis",165,NA,NA,1.02,"T"
"2659","Primates","Tarsius pumilus",NA,100,NA,1.01,"T"
"2660","Primates","Tarsius sangirensis",165,NA,NA,1.02,"T"
"2661","Primates","Tarsius syrichta",115.91,117.74,0.007129928,1.01,"T"
"2662","Primates","Tarsius tarsier",168.04,120.21,0.02,1,"T"
"2663","Primates","Theropithecus gelada",15964.11,620,1.16,1.01,"T"
"2664","Primates","Trachypithecus auratus",9719.6,NA,0.03,NA,"T"
"2665","Primates","Trachypithecus barbei",NA,NA,NA,NA,"T"
"2666","Primates","Trachypithecus cristatus",7176.81,NA,0.12,1.01,"T"
"2667","Primates","Trachypithecus delacouri",NA,577.49,NA,1.5,"T"
"2668","Primates","Trachypithecus ebenus",NA,NA,NA,NA,"T"
"2669","Primates","Trachypithecus francoisi",8139.93,599.99,NA,NA,"T"
"2670","Primates","Trachypithecus geei",8356,605,2.22,1.02,"T"
"2671","Primates","Trachypithecus germaini",NA,NA,NA,NA,"T"
"2672","Primates","Trachypithecus hatinhensis",NA,NA,NA,NA,"T"
"2673","Primates","Trachypithecus johnii",10595.08,553.17,0.08,1.02,"T"
"2674","Primates","Trachypithecus laotum",NA,NA,NA,NA,"T"
"2675","Primates","Trachypithecus obscurus",7247.88,549.99,0.18,1.01,"T"
"2676","Primates","Trachypithecus phayrei",7681.72,NA,0.17,1,"T"
"2677","Primates","Trachypithecus pileatus",11219.93,575,0.22,NA,"T"
"2678","Primates","Trachypithecus poliocephalus",NA,NA,NA,NA,"T"
"2679","Primates","Trachypithecus shortridgei",NA,NA,NA,NA,"T"
"2680","Primates","Trachypithecus vetulus",7205.08,584.99,0.02,1.01,"T"
"2681","Primates","Varecia rubra",3872.6,NA,NA,NA,"T"
"2682","Primates","Varecia variegata",3849.99,547.35,1.39,2.16,"T"
"2683","Proboscidea","Elephas maximus",3269794.34,1919.2,38.36,1.41,"T"
"2684","Proboscidea","Loxodonta africana",3824539.93,NA,587.53,0.84,"T"
"2685","Proboscidea","Loxodonta cyclotis",4750000.01,NA,NA,NA,"T"
"2686","Rodentia","Abditomys latidens",268.09,224,NA,NA,"T"
"2687","Rodentia","Abeomelomys sevia",54.88,127.29,NA,1,"T"
"2688","Rodentia","Abrawayaomys ruschii",62.99,NA,NA,NA,"T"
"2689","Rodentia","Abrocoma bennettii",250.5,NA,NA,4.86,"T"
"2690","Rodentia","Abrocoma boliviensis",158,NA,NA,NA,"T"
"2691","Rodentia","Abrocoma budini",NA,NA,NA,NA,"T"
"2692","Rodentia","Abrocoma cinerea",193.64,NA,NA,2.19,"T"
"2693","Rodentia","Abrocoma famatina",NA,NA,NA,NA,"T"
"2694","Rodentia","Abrocoma shistacea",NA,NA,NA,NA,"T"
"2695","Rodentia","Abrocoma uspallata",NA,NA,NA,NA,"T"
"2696","Rodentia","Abrocoma vaccarum",NA,NA,NA,NA,"T"
"2697","Rodentia","Abrothrix andinus",24.91,NA,NA,NA,"T"
"2698","Rodentia","Abrothrix hershkovitzi",NA,NA,NA,NA,"T"
"2699","Rodentia","Abrothrix illuteus",47.79,NA,NA,NA,"T"
"2700","Rodentia","Abrothrix jelskii",34.5,NA,NA,NA,"T"
"2701","Rodentia","Abrothrix lanosus",27.83,NA,NA,NA,"T"
"2702","Rodentia","Abrothrix longipilis",38.86,NA,NA,3.7,"T"
"2703","Rodentia","Abrothrix markhami",NA,NA,NA,NA,"T"
"2704","Rodentia","Abrothrix olivaceus",24.52,96.69,0.000448137,5.34,"T"
"2705","Rodentia","Abrothrix sanborni",24.7,NA,NA,NA,"T"
"2706","Rodentia","Acomys airensis",NA,NA,NA,NA,"T"
"2707","Rodentia","Acomys cahirinus",41.16,NA,0.000880412,2.43,"T"
"2708","Rodentia","Acomys chudeaui",NA,NA,NA,NA,"T"
"2709","Rodentia","Acomys cilicicus",NA,NA,NA,NA,"T"
"2710","Rodentia","Acomys cineraceus",NA,84.74,NA,NA,"T"
"2711","Rodentia","Acomys dimidiatus",NA,NA,NA,NA,"T"
"2712","Rodentia","Acomys ignitus",NA,NA,NA,NA,"T"
"2713","Rodentia","Acomys johannis",NA,NA,NA,NA,"T"
"2714","Rodentia","Acomys kempi",21.99,NA,NA,NA,"T"
"2715","Rodentia","Acomys louisae",20.19,NA,NA,NA,"T"
"2716","Rodentia","Acomys minous",62.5,NA,NA,NA,"T"
"2717","Rodentia","Acomys mullah",NA,NA,NA,NA,"T"
"2718","Rodentia","Acomys nesiotes",NA,NA,NA,NA,"T"
"2719","Rodentia","Acomys percivali",21.99,NA,NA,NA,"T"
"2720","Rodentia","Acomys russatus",42.35,111.08,0.000488186,2.5,"T"
"2721","Rodentia","Acomys seurati",NA,NA,NA,NA,"T"
"2722","Rodentia","Acomys spinosissimus",26.5,NA,NA,2.71,"T"
"2723","Rodentia","Acomys subspinosus",21.92,NA,NA,NA,"T"
"2724","Rodentia","Acomys wilsoni",18.5,79.76,NA,2.29,"T"
"2725","Rodentia","Aconaemys fuscus",129.95,NA,NA,3.23,"T"
"2726","Rodentia","Aconaemys porteri",NA,NA,NA,NA,"T"
"2727","Rodentia","Aconaemys sagei",96.49,NA,NA,NA,"T"
"2728","Rodentia","Aepeomys lugens",37,NA,NA,NA,"T"
"2729","Rodentia","Aepeomys reigi",NA,NA,NA,NA,"T"
"2730","Rodentia","Aeretes melanopterus",NA,NA,NA,NA,"T"
"2731","Rodentia","Aeromys tephromelas",1187,378.86,NA,1.07,"T"
"2732","Rodentia","Aeromys thomasi",1430.19,340.5,NA,NA,"T"
"2733","Rodentia","Aethomys bocagei",NA,NA,NA,NA,"T"
"2734","Rodentia","Aethomys chrysophilus",80.85,141.52,NA,3.09,"T"
"2735","Rodentia","Aethomys hindei",140.65,NA,0.000609998,2.05,"T"
"2736","Rodentia","Aethomys ineptus",133.16,142,NA,NA,"T"
"2737","Rodentia","Aethomys kaiseri",89.99,NA,NA,3,"T"
"2738","Rodentia","Aethomys nyikae",NA,NA,NA,3.56,"T"
"2739","Rodentia","Aethomys silindensis",NA,NA,NA,NA,"T"
"2740","Rodentia","Aethomys stannarius",NA,NA,NA,NA,"T"
"2741","Rodentia","Aethomys thomasi",NA,NA,NA,NA,"T"
"2742","Rodentia","Akodon aerosus",59.99,NA,NA,NA,"T"
"2743","Rodentia","Akodon affinis",24.89,NA,NA,NA,"T"
"2744","Rodentia","Akodon albiventer",25.95,NA,NA,NA,"T"
"2745","Rodentia","Akodon aliquantulus",NA,NA,NA,NA,"T"
"2746","Rodentia","Akodon azarae",25.27,NA,NA,4.59,"T"
"2747","Rodentia","Akodon bogotensis",12.99,NA,NA,NA,"T"
"2748","Rodentia","Akodon boliviensis",27.5,NA,NA,4.86,"T"
"2749","Rodentia","Akodon budini",26.9,NA,NA,NA,"T"
"2750","Rodentia","Akodon cursor",39.84,NA,NA,NA,"T"
"2751","Rodentia","Akodon dayi",32.49,NA,NA,NA,"T"
"2752","Rodentia","Akodon dolores",50.49,NA,NA,3.89,"T"
"2753","Rodentia","Akodon fumeus",22.69,NA,NA,NA,"T"
"2754","Rodentia","Akodon iniscatus",28.7,NA,NA,NA,"T"
"2755","Rodentia","Akodon juninensis",38.99,NA,NA,NA,"T"
"2756","Rodentia","Akodon kofordi",29.49,NA,NA,NA,"T"
"2757","Rodentia","Akodon latebricola",38.99,NA,NA,NA,"T"
"2758","Rodentia","Akodon leucolimnaeus",NA,NA,NA,NA,"T"
"2759","Rodentia","Akodon lindberghi",26.4,NA,NA,NA,"T"
"2760","Rodentia","Akodon lutescens",20.69,97,NA,NA,"T"
"2761","Rodentia","Akodon mimus",23.99,NA,NA,NA,"T"
"2762","Rodentia","Akodon molinae",32.99,NA,NA,3.77,"T"
"2763","Rodentia","Akodon mollis",30.39,NA,NA,NA,"T"
"2764","Rodentia","Akodon montensis",NA,75,NA,NA,"T"
"2765","Rodentia","Akodon mystax",NA,NA,NA,NA,"T"
"2766","Rodentia","Akodon neocenus",42.39,NA,NA,NA,"T"
"2767","Rodentia","Akodon oenos",NA,NA,NA,NA,"T"
"2768","Rodentia","Akodon orophilus",38.99,NA,NA,NA,"T"
"2769","Rodentia","Akodon paranaensis",NA,NA,NA,NA,"T"
"2770","Rodentia","Akodon pervalens",NA,NA,NA,NA,"T"
"2771","Rodentia","Akodon reigi",NA,NA,NA,NA,"T"
"2772","Rodentia","Akodon sanctipaulensis",27.1,88.25,NA,NA,"T"
"2773","Rodentia","Akodon serrensis",28.3,95.97,NA,NA,"T"
"2774","Rodentia","Akodon siberiae",34.6,NA,NA,NA,"T"
"2775","Rodentia","Akodon simulator",42.5,NA,NA,NA,"T"
"2776","Rodentia","Akodon spegazzinii",28.6,98.99,NA,NA,"T"
"2777","Rodentia","Akodon subfuscus",30.39,NA,NA,NA,"T"
"2778","Rodentia","Akodon surdus",38.99,NA,NA,NA,"T"
"2779","Rodentia","Akodon sylvanus",38.99,NA,NA,NA,"T"
"2780","Rodentia","Akodon toba",51.2,NA,NA,NA,"T"
"2781","Rodentia","Akodon torques",38.99,NA,NA,NA,"T"
"2782","Rodentia","Akodon varius",40,NA,NA,NA,"T"
"2783","Rodentia","Allactaga balikunica",NA,NA,NA,NA,"T"
"2784","Rodentia","Allactaga bullata",NA,NA,NA,2.52,"T"
"2785","Rodentia","Allactaga elater",59,NA,NA,4.47,"T"
"2786","Rodentia","Allactaga euphratica",232,NA,NA,4.99,"T"
"2787","Rodentia","Allactaga firouzi",NA,NA,NA,NA,"T"
"2788","Rodentia","Allactaga hotsoni",NA,NA,NA,NA,"T"
"2789","Rodentia","Allactaga major",NA,NA,NA,3.49,"T"
"2790","Rodentia","Allactaga severtzovi",NA,NA,NA,3.93,"T"
"2791","Rodentia","Allactaga sibirica",NA,NA,NA,3.44,"T"
"2792","Rodentia","Allactaga tetradactyla",52,NA,NA,NA,"T"
"2793","Rodentia","Allactaga vinogradovi",NA,NA,NA,NA,"T"
"2794","Rodentia","Allactaga williamsi",NA,NA,NA,NA,"T"
"2795","Rodentia","Allactodipus bobrinskii",NA,NA,NA,5.15,"T"
"2796","Rodentia","Allocricetulus curtatus",NA,NA,NA,5.19,"T"
"2797","Rodentia","Allocricetulus eversmanni",NA,NA,NA,4.99,"T"
"2798","Rodentia","Alticola albicaudus",NA,NA,NA,NA,"T"
"2799","Rodentia","Alticola argentatus",37.69,107.18,NA,4.57,"T"
"2800","Rodentia","Alticola barakshin",NA,NA,NA,NA,"T"
"2801","Rodentia","Alticola lemminus",NA,NA,NA,NA,"T"
"2802","Rodentia","Alticola macrotis",NA,NA,NA,NA,"T"
"2803","Rodentia","Alticola montosa",NA,NA,NA,NA,"T"
"2804","Rodentia","Alticola olchonensis",NA,NA,NA,NA,"T"
"2805","Rodentia","Alticola roylei",37,NA,NA,5.44,"T"
"2806","Rodentia","Alticola semicanus",NA,NA,NA,NA,"T"
"2807","Rodentia","Alticola stoliczkanus",30.14,108.4,NA,7.77,"T"
"2808","Rodentia","Alticola strelzowi",49.99,116.65,NA,6.9,"T"
"2809","Rodentia","Alticola tuvinicus",NA,NA,NA,NA,"T"
"2810","Rodentia","Amblyrhiza inundata",NA,NA,NA,NA,"T"
"2811","Rodentia","Ammodillus imbellis",49.99,95.49,NA,NA,"T"
"2812","Rodentia","Ammospermophilus harrisii",126.57,159.17,NA,6.32,"T"
"2813","Rodentia","Ammospermophilus insularis",NA,151,NA,NA,"T"
"2814","Rodentia","Ammospermophilus interpres",112.53,151.34,NA,9.36,"T"
"2815","Rodentia","Ammospermophilus leucurus",103.92,151.14,0.04,8,"T"
"2816","Rodentia","Ammospermophilus nelsoni",160.42,168.38,0.03,8.9,"T"
"2817","Rodentia","Amphinectomys savamis",NA,NA,NA,NA,"T"
"2818","Rodentia","Andalgalomys olrogi",32.9,96.24,NA,NA,"T"
"2819","Rodentia","Andalgalomys pearsoni",25.4,101.64,NA,NA,"T"
"2820","Rodentia","Andalgalomys roigi",NA,NA,NA,NA,"T"
"2821","Rodentia","Andinomys edax",69.75,NA,NA,2.91,"T"
"2822","Rodentia","Anisomys imitator",510.5,263.83,NA,NA,"T"
"2823","Rodentia","Anomalurus beecrofti",479.07,NA,NA,0.98,"T"
"2824","Rodentia","Anomalurus derbianus",665.84,356.94,0.04,1,"T"
"2825","Rodentia","Anomalurus pelii",1769.99,NA,NA,2.5,"T"
"2826","Rodentia","Anomalurus pusillus",250,196.56,NA,NA,"T"
"2827","Rodentia","Anonymomys mindorensis",NA,122.85,NA,NA,"T"
"2828","Rodentia","Anotomys leander",66.39,NA,NA,0.97,"T"
"2829","Rodentia","Aplodontia rufa",806.21,306.95,0.001352133,2.46,"T"
"2830","Rodentia","Apodemus agrarius",21.11,NA,NA,5.64,"T"
"2831","Rodentia","Apodemus alpicola",NA,NA,NA,NA,"T"
"2832","Rodentia","Apodemus argenteus",NA,NA,NA,NA,"T"
"2833","Rodentia","Apodemus chevrieri",NA,NA,NA,NA,"T"
"2834","Rodentia","Apodemus draco",NA,NA,NA,NA,"T"
"2835","Rodentia","Apodemus epimelas",NA,NA,NA,NA,"T"
"2836","Rodentia","Apodemus flavicollis",31.6,103.12,0.001253831,4.94,"T"
"2837","Rodentia","Apodemus gurkha",NA,NA,NA,NA,"T"
"2838","Rodentia","Apodemus hyrcanicus",NA,NA,NA,NA,"T"
"2839","Rodentia","Apodemus latronum",NA,NA,NA,NA,"T"
"2840","Rodentia","Apodemus mystacinus",43.84,NA,NA,3.88,"T"
"2841","Rodentia","Apodemus pallipes",NA,NA,NA,NA,"T"
"2842","Rodentia","Apodemus peninsulae",NA,NA,NA,4.41,"T"
"2843","Rodentia","Apodemus ponticus",NA,NA,NA,NA,"T"
"2844","Rodentia","Apodemus rusiges",NA,NA,NA,NA,"T"
"2845","Rodentia","Apodemus semotus",25.77,91.25,NA,3.56,"T"
"2846","Rodentia","Apodemus speciosus",43.75,NA,NA,4.47,"T"
"2847","Rodentia","Apodemus sylvaticus",21.9,87.51,0.007114139,5.16,"T"
"2848","Rodentia","Apodemus uralensis",18.26,NA,NA,5.72,"T"
"2849","Rodentia","Apodemus witherbyi",20.66,NA,NA,NA,"T"
"2850","Rodentia","Apomys abrae",34.88,109.5,NA,NA,"T"
"2851","Rodentia","Apomys datae",34.88,109.5,NA,NA,"T"
"2852","Rodentia","Apomys gracilirostris",NA,NA,NA,NA,"T"
"2853","Rodentia","Apomys hylocetes",34.88,109.5,NA,NA,"T"
"2854","Rodentia","Apomys insignis",34.88,109.5,NA,NA,"T"
"2855","Rodentia","Apomys littoralis",30.95,109.5,NA,NA,"T"
"2856","Rodentia","Apomys microdon",34.98,109.5,NA,NA,"T"
"2857","Rodentia","Apomys musculus",21.2,109.5,0.002683942,NA,"T"
"2858","Rodentia","Apomys sacobianus",34.88,109.5,NA,NA,"T"
"2859","Rodentia","Arborimus albipes",23,103.72,NA,2.73,"T"
"2860","Rodentia","Arborimus longicaudus",22.39,103.72,NA,2.91,"T"
"2861","Rodentia","Arborimus pomo",32.49,99.06,NA,2,"T"
"2862","Rodentia","Archboldomys luzonensis",35.34,70,NA,NA,"T"
"2863","Rodentia","Archboldomys musseri",NA,NA,NA,NA,"T"
"2864","Rodentia","Arvicanthis abyssinicus",73.34,NA,NA,NA,"T"
"2865","Rodentia","Arvicanthis ansorgei",NA,NA,NA,NA,"T"
"2866","Rodentia","Arvicanthis blicki",128,NA,NA,NA,"T"
"2867","Rodentia","Arvicanthis nairobae",NA,NA,NA,NA,"T"
"2868","Rodentia","Arvicanthis neumanni",NA,NA,NA,NA,"T"
"2869","Rodentia","Arvicanthis niloticus",95.8,NA,NA,4.86,"T"
"2870","Rodentia","Arvicanthis rufinus",NA,NA,NA,NA,"T"
"2871","Rodentia","Arvicola amphibius",120,193.57,NA,4.76,"T"
"2872","Rodentia","Arvicola sapidus",219.99,NA,NA,3.21,"T"
"2873","Rodentia","Arvicola scherman",NA,NA,NA,NA,"T"
"2874","Rodentia","Atherurus africanus",2875.65,430.99,0.12,1.5,"T"
"2875","Rodentia","Atherurus macrourus",2000,NA,NA,1.5,"T"
"2876","Rodentia","Atlantoxerus getulus",250.57,189.1,NA,NA,"T"
"2877","Rodentia","Auliscomys boliviensis",70.91,NA,NA,3.4,"T"
"2878","Rodentia","Auliscomys pictus",48.97,NA,NA,NA,"T"
"2879","Rodentia","Auliscomys sublimis",38,NA,NA,NA,"T"
"2880","Rodentia","Baiomys musculus",8.99,75.59,NA,2.62,"T"
"2881","Rodentia","Baiomys taylori",7.43,63.9,0.000384598,2.52,"T"
"2882","Rodentia","Bandicota bengalensis",226.99,NA,NA,7.29,"T"
"2883","Rodentia","Bandicota indica",583.09,NA,NA,6.12,"T"
"2884","Rodentia","Bandicota savilei",260.63,NA,NA,NA,"T"
"2885","Rodentia","Bathyergus janetta",388.69,NA,NA,3.49,"T"
"2886","Rodentia","Bathyergus suillus",777.38,278.86,0.002096145,2.89,"T"
"2887","Rodentia","Batomys dentatus",NA,195,NA,NA,"T"
"2888","Rodentia","Batomys granti",169.53,204,0.001546275,NA,"T"
"2889","Rodentia","Batomys russatus",NA,NA,NA,NA,"T"
"2890","Rodentia","Batomys salomonseni",185.76,175,NA,NA,"T"
"2891","Rodentia","Beamys hindei",75.8,149.23,NA,3.49,"T"
"2892","Rodentia","Beamys major",NA,NA,NA,4,"T"
"2893","Rodentia","Belomys pearsonii",NA,NA,NA,NA,"T"
"2894","Rodentia","Berylmys berdmorei",NA,NA,NA,NA,"T"
"2895","Rodentia","Berylmys bowersi",358.68,253.06,NA,3.88,"T"
"2896","Rodentia","Berylmys mackenziei",NA,NA,NA,NA,"T"
"2897","Rodentia","Berylmys manipulus",NA,NA,NA,NA,"T"
"2898","Rodentia","Bibimys chacoensis",28,NA,NA,NA,"T"
"2899","Rodentia","Bibimys labiosus",NA,NA,NA,NA,"T"
"2900","Rodentia","Bibimys torresi",28,NA,NA,NA,"T"
